Organization legal name or 'doing business as' name,Group PAC ID,State,Measure Identifier,Measure Title,Measure Performance Rate,Denominator Count,Footnote
"NEW LEXINGTON CLINIC, PSC",3476457532,KY,CAHPS_GRP_1,"Getting timely care, appointments, and information.",59,308,
"NEW LEXINGTON CLINIC, PSC",3476457532,KY,CAHPS_GRP_10,Between visit communication.,51,199,
"NEW LEXINGTON CLINIC, PSC",3476457532,KY,CAHPS_GRP_12,Attention to patient medicine cost.,31,322,
"NEW LEXINGTON CLINIC, PSC",3476457532,KY,CAHPS_GRP_2,How well clinicians communicate.,84,310,
"NEW LEXINGTON CLINIC, PSC",3476457532,KY,CAHPS_GRP_3,Patients' rating of clinicians.,78,308,
"NEW LEXINGTON CLINIC, PSC",3476457532,KY,CAHPS_GRP_5,Health promotion and education.,55,329,
"NEW LEXINGTON CLINIC, PSC",3476457532,KY,CAHPS_GRP_8,Courteous and helpful office staff.,85,308,
"NEW LEXINGTON CLINIC, PSC",3476457532,KY,CAHPS_GRP_9,Clinicians working together for your care.,79,334,
UNIVERSITY PHYSICIANS INCORPORATED,3476465667,CO,CAHPS_GRP_1,"Getting timely care, appointments, and information.",56,317,
UNIVERSITY PHYSICIANS INCORPORATED,3476465667,CO,CAHPS_GRP_10,Between visit communication.,61,187,
UNIVERSITY PHYSICIANS INCORPORATED,3476465667,CO,CAHPS_GRP_12,Attention to patient medicine cost.,23,356,
UNIVERSITY PHYSICIANS INCORPORATED,3476465667,CO,CAHPS_GRP_2,How well clinicians communicate.,85,316,
UNIVERSITY PHYSICIANS INCORPORATED,3476465667,CO,CAHPS_GRP_3,Patients' rating of clinicians.,85,314,
UNIVERSITY PHYSICIANS INCORPORATED,3476465667,CO,CAHPS_GRP_5,Health promotion and education.,69,375,
UNIVERSITY PHYSICIANS INCORPORATED,3476465667,CO,CAHPS_GRP_8,Courteous and helpful office staff.,84,316,
UNIVERSITY PHYSICIANS INCORPORATED,3476465667,CO,CAHPS_GRP_9,Clinicians working together for your care.,78,375,
"EMORY SPECIALTY ASSOCIATES, LLC",3476559782,GA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",62,248,
"EMORY SPECIALTY ASSOCIATES, LLC",3476559782,GA,CAHPS_GRP_10,Between visit communication.,61,154,
"EMORY SPECIALTY ASSOCIATES, LLC",3476559782,GA,CAHPS_GRP_12,Attention to patient medicine cost.,27,258,
"EMORY SPECIALTY ASSOCIATES, LLC",3476559782,GA,CAHPS_GRP_2,How well clinicians communicate.,85,251,
"EMORY SPECIALTY ASSOCIATES, LLC",3476559782,GA,CAHPS_GRP_3,Patients' rating of clinicians.,82,242,
"EMORY SPECIALTY ASSOCIATES, LLC",3476559782,GA,CAHPS_GRP_5,Health promotion and education.,61,267,
"EMORY SPECIALTY ASSOCIATES, LLC",3476559782,GA,CAHPS_GRP_8,Courteous and helpful office staff.,85,243,
"EMORY SPECIALTY ASSOCIATES, LLC",3476559782,GA,CAHPS_GRP_9,Clinicians working together for your care.,78,267,
"UNIVERSITY OF LOUISVILLE PHYSICIANS, INC",3476725599,KY,CAHPS_GRP_1,"Getting timely care, appointments, and information.",50,230,
"UNIVERSITY OF LOUISVILLE PHYSICIANS, INC",3476725599,KY,CAHPS_GRP_10,Between visit communication.,54,157,
"UNIVERSITY OF LOUISVILLE PHYSICIANS, INC",3476725599,KY,CAHPS_GRP_12,Attention to patient medicine cost.,29,253,
"UNIVERSITY OF LOUISVILLE PHYSICIANS, INC",3476725599,KY,CAHPS_GRP_2,How well clinicians communicate.,84,232,
"UNIVERSITY OF LOUISVILLE PHYSICIANS, INC",3476725599,KY,CAHPS_GRP_3,Patients' rating of clinicians.,79,231,
"UNIVERSITY OF LOUISVILLE PHYSICIANS, INC",3476725599,KY,CAHPS_GRP_5,Health promotion and education.,63,274,
"UNIVERSITY OF LOUISVILLE PHYSICIANS, INC",3476725599,KY,CAHPS_GRP_8,Courteous and helpful office staff.,76,233,
"UNIVERSITY OF LOUISVILLE PHYSICIANS, INC",3476725599,KY,CAHPS_GRP_9,Clinicians working together for your care.,70,271,
ARIA HEALTH PHYSICIAN SERVICES,3577467018,PA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",57,286,
ARIA HEALTH PHYSICIAN SERVICES,3577467018,PA,CAHPS_GRP_10,Between visit communication.,59,194,
ARIA HEALTH PHYSICIAN SERVICES,3577467018,PA,CAHPS_GRP_12,Attention to patient medicine cost.,29,284,
ARIA HEALTH PHYSICIAN SERVICES,3577467018,PA,CAHPS_GRP_2,How well clinicians communicate.,82,284,
ARIA HEALTH PHYSICIAN SERVICES,3577467018,PA,CAHPS_GRP_3,Patients' rating of clinicians.,84,269,
ARIA HEALTH PHYSICIAN SERVICES,3577467018,PA,CAHPS_GRP_5,Health promotion and education.,63,292,
ARIA HEALTH PHYSICIAN SERVICES,3577467018,PA,CAHPS_GRP_8,Courteous and helpful office staff.,74,270,
ARIA HEALTH PHYSICIAN SERVICES,3577467018,PA,CAHPS_GRP_9,Clinicians working together for your care.,71,294,
NORTH SHORE PHYSICIANS GROUP INC,3577467224,MA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",66,309,
NORTH SHORE PHYSICIANS GROUP INC,3577467224,MA,CAHPS_GRP_10,Between visit communication.,65,204,
NORTH SHORE PHYSICIANS GROUP INC,3577467224,MA,CAHPS_GRP_12,Attention to patient medicine cost.,21,322,
NORTH SHORE PHYSICIANS GROUP INC,3577467224,MA,CAHPS_GRP_2,How well clinicians communicate.,84,310,
NORTH SHORE PHYSICIANS GROUP INC,3577467224,MA,CAHPS_GRP_3,Patients' rating of clinicians.,81,303,
NORTH SHORE PHYSICIANS GROUP INC,3577467224,MA,CAHPS_GRP_5,Health promotion and education.,73,340,
NORTH SHORE PHYSICIANS GROUP INC,3577467224,MA,CAHPS_GRP_8,Courteous and helpful office staff.,80,304,
NORTH SHORE PHYSICIANS GROUP INC,3577467224,MA,CAHPS_GRP_9,Clinicians working together for your care.,79,340,
NORTH BROWARD HOSPITAL DISTRICT,3577472422,FL,CAHPS_GRP_1,"Getting timely care, appointments, and information.",50,237,
NORTH BROWARD HOSPITAL DISTRICT,3577472422,FL,CAHPS_GRP_10,Between visit communication.,63,140,
NORTH BROWARD HOSPITAL DISTRICT,3577472422,FL,CAHPS_GRP_12,Attention to patient medicine cost.,26,259,
NORTH BROWARD HOSPITAL DISTRICT,3577472422,FL,CAHPS_GRP_2,How well clinicians communicate.,79,241,
NORTH BROWARD HOSPITAL DISTRICT,3577472422,FL,CAHPS_GRP_3,Patients' rating of clinicians.,75,231,
NORTH BROWARD HOSPITAL DISTRICT,3577472422,FL,CAHPS_GRP_5,Health promotion and education.,65,270,
NORTH BROWARD HOSPITAL DISTRICT,3577472422,FL,CAHPS_GRP_8,Courteous and helpful office staff.,,,4
NORTH BROWARD HOSPITAL DISTRICT,3577472422,FL,CAHPS_GRP_9,Clinicians working together for your care.,70,268,
REGENTS OF THE UNIVESITY OF CALIFORNIA - UCSD MEDICAL GROUP,3577476761,CA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",56,252,
REGENTS OF THE UNIVESITY OF CALIFORNIA - UCSD MEDICAL GROUP,3577476761,CA,CAHPS_GRP_10,Between visit communication.,59,171,
REGENTS OF THE UNIVESITY OF CALIFORNIA - UCSD MEDICAL GROUP,3577476761,CA,CAHPS_GRP_12,Attention to patient medicine cost.,21,263,
REGENTS OF THE UNIVESITY OF CALIFORNIA - UCSD MEDICAL GROUP,3577476761,CA,CAHPS_GRP_2,How well clinicians communicate.,83,254,
REGENTS OF THE UNIVESITY OF CALIFORNIA - UCSD MEDICAL GROUP,3577476761,CA,CAHPS_GRP_3,Patients' rating of clinicians.,79,238,
REGENTS OF THE UNIVESITY OF CALIFORNIA - UCSD MEDICAL GROUP,3577476761,CA,CAHPS_GRP_5,Health promotion and education.,63,279,
REGENTS OF THE UNIVESITY OF CALIFORNIA - UCSD MEDICAL GROUP,3577476761,CA,CAHPS_GRP_8,Courteous and helpful office staff.,85,239,
REGENTS OF THE UNIVESITY OF CALIFORNIA - UCSD MEDICAL GROUP,3577476761,CA,CAHPS_GRP_9,Clinicians working together for your care.,75,278,
SAINT LUKES PHYSICIAN GROUP INC,3577476894,MO,CAHPS_GRP_1,"Getting timely care, appointments, and information.",56,349,
SAINT LUKES PHYSICIAN GROUP INC,3577476894,MO,CAHPS_GRP_10,Between visit communication.,51,214,
SAINT LUKES PHYSICIAN GROUP INC,3577476894,MO,CAHPS_GRP_12,Attention to patient medicine cost.,29,359,
SAINT LUKES PHYSICIAN GROUP INC,3577476894,MO,CAHPS_GRP_2,How well clinicians communicate.,83,348,
SAINT LUKES PHYSICIAN GROUP INC,3577476894,MO,CAHPS_GRP_3,Patients' rating of clinicians.,81,345,
SAINT LUKES PHYSICIAN GROUP INC,3577476894,MO,CAHPS_GRP_5,Health promotion and education.,66,372,
SAINT LUKES PHYSICIAN GROUP INC,3577476894,MO,CAHPS_GRP_8,Courteous and helpful office staff.,84,346,
SAINT LUKES PHYSICIAN GROUP INC,3577476894,MO,CAHPS_GRP_9,Clinicians working together for your care.,77,372,
CARLE HEALTH CARE INCORPORATED,3577515774,IL,CAHPS_GRP_1,"Getting timely care, appointments, and information.",,,4
CARLE HEALTH CARE INCORPORATED,3577515774,IL,CAHPS_GRP_10,Between visit communication.,61,179,
CARLE HEALTH CARE INCORPORATED,3577515774,IL,CAHPS_GRP_12,Attention to patient medicine cost.,25,326,
CARLE HEALTH CARE INCORPORATED,3577515774,IL,CAHPS_GRP_2,How well clinicians communicate.,84,299,
CARLE HEALTH CARE INCORPORATED,3577515774,IL,CAHPS_GRP_3,Patients' rating of clinicians.,81,284,
CARLE HEALTH CARE INCORPORATED,3577515774,IL,CAHPS_GRP_5,Health promotion and education.,60,339,
CARLE HEALTH CARE INCORPORATED,3577515774,IL,CAHPS_GRP_8,Courteous and helpful office staff.,84,286,
CARLE HEALTH CARE INCORPORATED,3577515774,IL,CAHPS_GRP_9,Clinicians working together for your care.,75,336,
SANSUM CLINIC,3678471976,CA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",62,282,
SANSUM CLINIC,3678471976,CA,CAHPS_GRP_10,Between visit communication.,58,187,
SANSUM CLINIC,3678471976,CA,CAHPS_GRP_12,Attention to patient medicine cost.,21,299,
SANSUM CLINIC,3678471976,CA,CAHPS_GRP_2,How well clinicians communicate.,84,280,
SANSUM CLINIC,3678471976,CA,CAHPS_GRP_3,Patients' rating of clinicians.,79,261,
SANSUM CLINIC,3678471976,CA,CAHPS_GRP_5,Health promotion and education.,61,313,
SANSUM CLINIC,3678471976,CA,CAHPS_GRP_8,Courteous and helpful office staff.,82,260,
SANSUM CLINIC,3678471976,CA,CAHPS_GRP_9,Clinicians working together for your care.,78,311,
UNIVERSITY OF CONNECTICUT HEALTH CENTER,3678472016,CT,CAHPS_GRP_1,"Getting timely care, appointments, and information.",62,266,
UNIVERSITY OF CONNECTICUT HEALTH CENTER,3678472016,CT,CAHPS_GRP_10,Between visit communication.,46,171,
UNIVERSITY OF CONNECTICUT HEALTH CENTER,3678472016,CT,CAHPS_GRP_12,Attention to patient medicine cost.,21,275,
UNIVERSITY OF CONNECTICUT HEALTH CENTER,3678472016,CT,CAHPS_GRP_2,How well clinicians communicate.,83,265,
UNIVERSITY OF CONNECTICUT HEALTH CENTER,3678472016,CT,CAHPS_GRP_3,Patients' rating of clinicians.,81,255,
UNIVERSITY OF CONNECTICUT HEALTH CENTER,3678472016,CT,CAHPS_GRP_5,Health promotion and education.,64,289,
UNIVERSITY OF CONNECTICUT HEALTH CENTER,3678472016,CT,CAHPS_GRP_8,Courteous and helpful office staff.,84,256,
UNIVERSITY OF CONNECTICUT HEALTH CENTER,3678472016,CT,CAHPS_GRP_9,Clinicians working together for your care.,73,287,
UNIVERSITY OF MARYLAND COMMUNITY MEDICAL GROUP INC,3678472214,MD,CAHPS_GRP_1,"Getting timely care, appointments, and information.",55,295,
UNIVERSITY OF MARYLAND COMMUNITY MEDICAL GROUP INC,3678472214,MD,CAHPS_GRP_10,Between visit communication.,45,184,
UNIVERSITY OF MARYLAND COMMUNITY MEDICAL GROUP INC,3678472214,MD,CAHPS_GRP_12,Attention to patient medicine cost.,29,295,
UNIVERSITY OF MARYLAND COMMUNITY MEDICAL GROUP INC,3678472214,MD,CAHPS_GRP_2,How well clinicians communicate.,83,296,
UNIVERSITY OF MARYLAND COMMUNITY MEDICAL GROUP INC,3678472214,MD,CAHPS_GRP_3,Patients' rating of clinicians.,81,274,
UNIVERSITY OF MARYLAND COMMUNITY MEDICAL GROUP INC,3678472214,MD,CAHPS_GRP_5,Health promotion and education.,58,314,
UNIVERSITY OF MARYLAND COMMUNITY MEDICAL GROUP INC,3678472214,MD,CAHPS_GRP_8,Courteous and helpful office staff.,75,277,
UNIVERSITY OF MARYLAND COMMUNITY MEDICAL GROUP INC,3678472214,MD,CAHPS_GRP_9,Clinicians working together for your care.,73,315,
"SOUTH SHORE MEDICAL CENTER, INC.",3678487444,MA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",55,273,
"SOUTH SHORE MEDICAL CENTER, INC.",3678487444,MA,CAHPS_GRP_10,Between visit communication.,65,187,
"SOUTH SHORE MEDICAL CENTER, INC.",3678487444,MA,CAHPS_GRP_12,Attention to patient medicine cost.,21,280,
"SOUTH SHORE MEDICAL CENTER, INC.",3678487444,MA,CAHPS_GRP_2,How well clinicians communicate.,83,271,
"SOUTH SHORE MEDICAL CENTER, INC.",3678487444,MA,CAHPS_GRP_3,Patients' rating of clinicians.,82,248,
"SOUTH SHORE MEDICAL CENTER, INC.",3678487444,MA,CAHPS_GRP_5,Health promotion and education.,68,294,
"SOUTH SHORE MEDICAL CENTER, INC.",3678487444,MA,CAHPS_GRP_8,Courteous and helpful office staff.,85,246,
"SOUTH SHORE MEDICAL CENTER, INC.",3678487444,MA,CAHPS_GRP_9,Clinicians working together for your care.,79,294,
"SOUTHERN ILLINOIS MEDICAL SERVICES, NFP",3678677390,IL,CAHPS_GRP_1,"Getting timely care, appointments, and information.",61,313,
"SOUTHERN ILLINOIS MEDICAL SERVICES, NFP",3678677390,IL,CAHPS_GRP_10,Between visit communication.,61,204,
"SOUTHERN ILLINOIS MEDICAL SERVICES, NFP",3678677390,IL,CAHPS_GRP_12,Attention to patient medicine cost.,29,313,
"SOUTHERN ILLINOIS MEDICAL SERVICES, NFP",3678677390,IL,CAHPS_GRP_2,How well clinicians communicate.,87,312,
"SOUTHERN ILLINOIS MEDICAL SERVICES, NFP",3678677390,IL,CAHPS_GRP_3,Patients' rating of clinicians.,87,295,
"SOUTHERN ILLINOIS MEDICAL SERVICES, NFP",3678677390,IL,CAHPS_GRP_5,Health promotion and education.,57,337,
"SOUTHERN ILLINOIS MEDICAL SERVICES, NFP",3678677390,IL,CAHPS_GRP_8,Courteous and helpful office staff.,82,298,
"SOUTHERN ILLINOIS MEDICAL SERVICES, NFP",3678677390,IL,CAHPS_GRP_9,Clinicians working together for your care.,77,337,
COMMUNITY CARE NETWORK INC,3678737012,IN,CAHPS_GRP_1,"Getting timely care, appointments, and information.",57,293,
COMMUNITY CARE NETWORK INC,3678737012,IN,CAHPS_GRP_10,Between visit communication.,64,189,
COMMUNITY CARE NETWORK INC,3678737012,IN,CAHPS_GRP_12,Attention to patient medicine cost.,32,300,
COMMUNITY CARE NETWORK INC,3678737012,IN,CAHPS_GRP_2,How well clinicians communicate.,87,294,
COMMUNITY CARE NETWORK INC,3678737012,IN,CAHPS_GRP_3,Patients' rating of clinicians.,85,275,
COMMUNITY CARE NETWORK INC,3678737012,IN,CAHPS_GRP_5,Health promotion and education.,59,312,
COMMUNITY CARE NETWORK INC,3678737012,IN,CAHPS_GRP_8,Courteous and helpful office staff.,83,278,
COMMUNITY CARE NETWORK INC,3678737012,IN,CAHPS_GRP_9,Clinicians working together for your care.,75,315,
FROEDTERT and THE MEDICAL COLLEGE OF WISCONSIN COMMUNITY PHYSICIANS IN,3678760063,WI,CAHPS_GRP_1,"Getting timely care, appointments, and information.",,,4
FROEDTERT and THE MEDICAL COLLEGE OF WISCONSIN COMMUNITY PHYSICIANS IN,3678760063,WI,CAHPS_GRP_10,Between visit communication.,62,232,
FROEDTERT and THE MEDICAL COLLEGE OF WISCONSIN COMMUNITY PHYSICIANS IN,3678760063,WI,CAHPS_GRP_12,Attention to patient medicine cost.,21,343,
FROEDTERT and THE MEDICAL COLLEGE OF WISCONSIN COMMUNITY PHYSICIANS IN,3678760063,WI,CAHPS_GRP_2,How well clinicians communicate.,87,333,
FROEDTERT and THE MEDICAL COLLEGE OF WISCONSIN COMMUNITY PHYSICIANS IN,3678760063,WI,CAHPS_GRP_3,Patients' rating of clinicians.,88,308,
FROEDTERT and THE MEDICAL COLLEGE OF WISCONSIN COMMUNITY PHYSICIANS IN,3678760063,WI,CAHPS_GRP_5,Health promotion and education.,58,360,
FROEDTERT and THE MEDICAL COLLEGE OF WISCONSIN COMMUNITY PHYSICIANS IN,3678760063,WI,CAHPS_GRP_8,Courteous and helpful office staff.,88,315,
FROEDTERT and THE MEDICAL COLLEGE OF WISCONSIN COMMUNITY PHYSICIANS IN,3678760063,WI,CAHPS_GRP_9,Clinicians working together for your care.,80,355,
LOYOLA UNIVERSITY MEDICAL CENTER,3779488903,IL,CAHPS_GRP_1,"Getting timely care, appointments, and information.",55,279,
LOYOLA UNIVERSITY MEDICAL CENTER,3779488903,IL,CAHPS_GRP_10,Between visit communication.,60,197,
LOYOLA UNIVERSITY MEDICAL CENTER,3779488903,IL,CAHPS_GRP_12,Attention to patient medicine cost.,24,289,
LOYOLA UNIVERSITY MEDICAL CENTER,3779488903,IL,CAHPS_GRP_2,How well clinicians communicate.,85,279,
LOYOLA UNIVERSITY MEDICAL CENTER,3779488903,IL,CAHPS_GRP_3,Patients' rating of clinicians.,87,259,
LOYOLA UNIVERSITY MEDICAL CENTER,3779488903,IL,CAHPS_GRP_5,Health promotion and education.,66,300,
LOYOLA UNIVERSITY MEDICAL CENTER,3779488903,IL,CAHPS_GRP_8,Courteous and helpful office staff.,84,259,
LOYOLA UNIVERSITY MEDICAL CENTER,3779488903,IL,CAHPS_GRP_9,Clinicians working together for your care.,79,297,
CITY OF HOPE MEDICAL FOUNDATION,3779751656,CA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",68,138,
CITY OF HOPE MEDICAL FOUNDATION,3779751656,CA,CAHPS_GRP_10,Between visit communication.,,,4
CITY OF HOPE MEDICAL FOUNDATION,3779751656,CA,CAHPS_GRP_12,Attention to patient medicine cost.,,,4
CITY OF HOPE MEDICAL FOUNDATION,3779751656,CA,CAHPS_GRP_2,How well clinicians communicate.,,,4
CITY OF HOPE MEDICAL FOUNDATION,3779751656,CA,CAHPS_GRP_3,Patients' rating of clinicians.,88,135,
CITY OF HOPE MEDICAL FOUNDATION,3779751656,CA,CAHPS_GRP_5,Health promotion and education.,,,4
CITY OF HOPE MEDICAL FOUNDATION,3779751656,CA,CAHPS_GRP_8,Courteous and helpful office staff.,87,135,
CITY OF HOPE MEDICAL FOUNDATION,3779751656,CA,CAHPS_GRP_9,Clinicians working together for your care.,74,152,
DALLAS NEPHROLOGY ASSOCIATES,3870403819,TX,CAHPS_GRP_1,"Getting timely care, appointments, and information.",68,144,
DALLAS NEPHROLOGY ASSOCIATES,3870403819,TX,CAHPS_GRP_10,Between visit communication.,72,117,
DALLAS NEPHROLOGY ASSOCIATES,3870403819,TX,CAHPS_GRP_12,Attention to patient medicine cost.,,,4
DALLAS NEPHROLOGY ASSOCIATES,3870403819,TX,CAHPS_GRP_2,How well clinicians communicate.,87,144,
DALLAS NEPHROLOGY ASSOCIATES,3870403819,TX,CAHPS_GRP_3,Patients' rating of clinicians.,88,140,
DALLAS NEPHROLOGY ASSOCIATES,3870403819,TX,CAHPS_GRP_5,Health promotion and education.,70,157,
DALLAS NEPHROLOGY ASSOCIATES,3870403819,TX,CAHPS_GRP_8,Courteous and helpful office staff.,92,138,
DALLAS NEPHROLOGY ASSOCIATES,3870403819,TX,CAHPS_GRP_9,Clinicians working together for your care.,85,157,
SINGING RIVER HEALTH SYSTEM,3870405194,MS,CAHPS_GRP_1,"Getting timely care, appointments, and information.",54,305,
SINGING RIVER HEALTH SYSTEM,3870405194,MS,CAHPS_GRP_10,Between visit communication.,68,214,
SINGING RIVER HEALTH SYSTEM,3870405194,MS,CAHPS_GRP_12,Attention to patient medicine cost.,29,322,
SINGING RIVER HEALTH SYSTEM,3870405194,MS,CAHPS_GRP_2,How well clinicians communicate.,84,305,
SINGING RIVER HEALTH SYSTEM,3870405194,MS,CAHPS_GRP_3,Patients' rating of clinicians.,81,307,
SINGING RIVER HEALTH SYSTEM,3870405194,MS,CAHPS_GRP_5,Health promotion and education.,61,333,
SINGING RIVER HEALTH SYSTEM,3870405194,MS,CAHPS_GRP_8,Courteous and helpful office staff.,79,307,
SINGING RIVER HEALTH SYSTEM,3870405194,MS,CAHPS_GRP_9,Clinicians working together for your care.,76,332,
MICHIGAN STATE UNIVERSITY,3870405954,MI,CAHPS_GRP_1,"Getting timely care, appointments, and information.",42,266,
MICHIGAN STATE UNIVERSITY,3870405954,MI,CAHPS_GRP_10,Between visit communication.,46,180,
MICHIGAN STATE UNIVERSITY,3870405954,MI,CAHPS_GRP_12,Attention to patient medicine cost.,24,283,
MICHIGAN STATE UNIVERSITY,3870405954,MI,CAHPS_GRP_2,How well clinicians communicate.,78,267,
MICHIGAN STATE UNIVERSITY,3870405954,MI,CAHPS_GRP_3,Patients' rating of clinicians.,77,266,
MICHIGAN STATE UNIVERSITY,3870405954,MI,CAHPS_GRP_5,Health promotion and education.,63,299,
MICHIGAN STATE UNIVERSITY,3870405954,MI,CAHPS_GRP_8,Courteous and helpful office staff.,75,268,
MICHIGAN STATE UNIVERSITY,3870405954,MI,CAHPS_GRP_9,Clinicians working together for your care.,65,297,
BRIGHAM AND WOMENS PHYSICIANS ORGANIZATION INC,3870405988,MA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",63,246,
BRIGHAM AND WOMENS PHYSICIANS ORGANIZATION INC,3870405988,MA,CAHPS_GRP_10,Between visit communication.,53,163,
BRIGHAM AND WOMENS PHYSICIANS ORGANIZATION INC,3870405988,MA,CAHPS_GRP_12,Attention to patient medicine cost.,24,243,
BRIGHAM AND WOMENS PHYSICIANS ORGANIZATION INC,3870405988,MA,CAHPS_GRP_2,How well clinicians communicate.,86,246,
BRIGHAM AND WOMENS PHYSICIANS ORGANIZATION INC,3870405988,MA,CAHPS_GRP_3,Patients' rating of clinicians.,82,233,
BRIGHAM AND WOMENS PHYSICIANS ORGANIZATION INC,3870405988,MA,CAHPS_GRP_5,Health promotion and education.,69,262,
BRIGHAM AND WOMENS PHYSICIANS ORGANIZATION INC,3870405988,MA,CAHPS_GRP_8,Courteous and helpful office staff.,78,235,
BRIGHAM AND WOMENS PHYSICIANS ORGANIZATION INC,3870405988,MA,CAHPS_GRP_9,Clinicians working together for your care.,79,262,
GROUP HEALTH COOPERATIVE OF SOUTH CENTRAL WISCONSIN,3870489586,WI,CAHPS_GRP_1,"Getting timely care, appointments, and information.",64,290,
GROUP HEALTH COOPERATIVE OF SOUTH CENTRAL WISCONSIN,3870489586,WI,CAHPS_GRP_10,Between visit communication.,71,163,
GROUP HEALTH COOPERATIVE OF SOUTH CENTRAL WISCONSIN,3870489586,WI,CAHPS_GRP_12,Attention to patient medicine cost.,20,326,
GROUP HEALTH COOPERATIVE OF SOUTH CENTRAL WISCONSIN,3870489586,WI,CAHPS_GRP_2,How well clinicians communicate.,81,290,
GROUP HEALTH COOPERATIVE OF SOUTH CENTRAL WISCONSIN,3870489586,WI,CAHPS_GRP_3,Patients' rating of clinicians.,83,277,
GROUP HEALTH COOPERATIVE OF SOUTH CENTRAL WISCONSIN,3870489586,WI,CAHPS_GRP_5,Health promotion and education.,57,343,
GROUP HEALTH COOPERATIVE OF SOUTH CENTRAL WISCONSIN,3870489586,WI,CAHPS_GRP_8,Courteous and helpful office staff.,85,277,
GROUP HEALTH COOPERATIVE OF SOUTH CENTRAL WISCONSIN,3870489586,WI,CAHPS_GRP_9,Clinicians working together for your care.,73,338,
"MEDICAL ASSOCIATES CLINIC, P.C.",3870491228,IA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",51,312,
"MEDICAL ASSOCIATES CLINIC, P.C.",3870491228,IA,CAHPS_GRP_10,Between visit communication.,54,202,
"MEDICAL ASSOCIATES CLINIC, P.C.",3870491228,IA,CAHPS_GRP_12,Attention to patient medicine cost.,26,331,
"MEDICAL ASSOCIATES CLINIC, P.C.",3870491228,IA,CAHPS_GRP_2,How well clinicians communicate.,78,317,
"MEDICAL ASSOCIATES CLINIC, P.C.",3870491228,IA,CAHPS_GRP_3,Patients' rating of clinicians.,77,305,
"MEDICAL ASSOCIATES CLINIC, P.C.",3870491228,IA,CAHPS_GRP_5,Health promotion and education.,55,351,
