Group Name,Group PAC ID,Measure Performance Rate,Measure Title,State,Year
"EXCELA HEALTH PHYSICIAN PRACTICES, INC",6204737117,71.0,"Getting timely care, appointments, and information.",PA,2016
"EXCELA HEALTH PHYSICIAN PRACTICES, INC",6204737117,58.0,Between visit communication.,PA,2016
"EXCELA HEALTH PHYSICIAN PRACTICES, INC",6204737117,30.0,Attention to patient medicine cost.,PA,2016
"EXCELA HEALTH PHYSICIAN PRACTICES, INC",6204737117,87.0,How well clinicians communicate.,PA,2016
"EXCELA HEALTH PHYSICIAN PRACTICES, INC",6204737117,86.0,Patients' rating of clinicians.,PA,2016
"EXCELA HEALTH PHYSICIAN PRACTICES, INC",6204737117,65.0,Health promotion and education.,PA,2016
"EXCELA HEALTH PHYSICIAN PRACTICES, INC",6204737117,87.0,Courteous and helpful office staff.,PA,2016
"EXCELA HEALTH PHYSICIAN PRACTICES, INC",6204737117,77.0,Clinicians working together for your care.,PA,2016
LICKING MEMORIAL PROFESSIONAL CORPORATION,6204740731,56.0,"Getting timely care, appointments, and information.",OH,2016
LICKING MEMORIAL PROFESSIONAL CORPORATION,6204740731,63.0,Between visit communication.,OH,2016
LICKING MEMORIAL PROFESSIONAL CORPORATION,6204740731,25.0,Attention to patient medicine cost.,OH,2016
LICKING MEMORIAL PROFESSIONAL CORPORATION,6204740731,73.0,How well clinicians communicate.,OH,2016
LICKING MEMORIAL PROFESSIONAL CORPORATION,6204740731,74.0,Patients' rating of clinicians.,OH,2016
LICKING MEMORIAL PROFESSIONAL CORPORATION,6204740731,56.0,Health promotion and education.,OH,2016
LICKING MEMORIAL PROFESSIONAL CORPORATION,6204740731,82.0,Courteous and helpful office staff.,OH,2016
LICKING MEMORIAL PROFESSIONAL CORPORATION,6204740731,75.0,Clinicians working together for your care.,OH,2016
INTERCOASTAL MEDICAL GROUP INC,6305730912,54.0,"Getting timely care, appointments, and information.",FL,2016
INTERCOASTAL MEDICAL GROUP INC,6305730912,58.0,Between visit communication.,FL,2016
INTERCOASTAL MEDICAL GROUP INC,6305730912,29.0,Attention to patient medicine cost.,FL,2016
INTERCOASTAL MEDICAL GROUP INC,6305730912,80.0,How well clinicians communicate.,FL,2016
INTERCOASTAL MEDICAL GROUP INC,6305730912,78.0,Patients' rating of clinicians.,FL,2016
INTERCOASTAL MEDICAL GROUP INC,6305730912,60.0,Health promotion and education.,FL,2016
INTERCOASTAL MEDICAL GROUP INC,6305730912,73.0,Courteous and helpful office staff.,FL,2016
INTERCOASTAL MEDICAL GROUP INC,6305730912,73.0,Clinicians working together for your care.,FL,2016
MERITAS HEALTH CORPORATION,6305748153,60.0,"Getting timely care, appointments, and information.",MO,2016
MERITAS HEALTH CORPORATION,6305748153,51.0,Between visit communication.,MO,2016
MERITAS HEALTH CORPORATION,6305748153,32.0,Attention to patient medicine cost.,MO,2016
MERITAS HEALTH CORPORATION,6305748153,83.0,How well clinicians communicate.,MO,2016
MERITAS HEALTH CORPORATION,6305748153,83.0,Patients' rating of clinicians.,MO,2016
MERITAS HEALTH CORPORATION,6305748153,58.0,Health promotion and education.,MO,2016
MERITAS HEALTH CORPORATION,6305748153,82.0,Courteous and helpful office staff.,MO,2016
MERITAS HEALTH CORPORATION,6305748153,77.0,Clinicians working together for your care.,MO,2016
UNIVERSITY HEALTHCARE ALLIANCE,6305748799,56.0,"Getting timely care, appointments, and information.",CA,2016
UNIVERSITY HEALTHCARE ALLIANCE,6305748799,51.0,Between visit communication.,CA,2016
UNIVERSITY HEALTHCARE ALLIANCE,6305748799,21.0,Attention to patient medicine cost.,CA,2016
UNIVERSITY HEALTHCARE ALLIANCE,6305748799,86.0,How well clinicians communicate.,CA,2016
UNIVERSITY HEALTHCARE ALLIANCE,6305748799,80.0,Patients' rating of clinicians.,CA,2016
UNIVERSITY HEALTHCARE ALLIANCE,6305748799,58.0,Health promotion and education.,CA,2016
UNIVERSITY HEALTHCARE ALLIANCE,6305748799,82.0,Courteous and helpful office staff.,CA,2016
UNIVERSITY HEALTHCARE ALLIANCE,6305748799,75.0,Clinicians working together for your care.,CA,2016
OHIOHEALTH CORPORATION,6305758426,63.0,"Getting timely care, appointments, and information.",OH,2016
OHIOHEALTH CORPORATION,6305758426,60.0,Between visit communication.,OH,2016
OHIOHEALTH CORPORATION,6305758426,30.0,Attention to patient medicine cost.,OH,2016
OHIOHEALTH CORPORATION,6305758426,86.0,How well clinicians communicate.,OH,2016
OHIOHEALTH CORPORATION,6305758426,86.0,Patients' rating of clinicians.,OH,2016
OHIOHEALTH CORPORATION,6305758426,58.0,Health promotion and education.,OH,2016
OHIOHEALTH CORPORATION,6305758426,86.0,Courteous and helpful office staff.,OH,2016
OHIOHEALTH CORPORATION,6305758426,79.0,Clinicians working together for your care.,OH,2016
UNIVERSITY MEDICAL ASSOCIATES,6305758574,63.0,"Getting timely care, appointments, and information.",SC,2016
UNIVERSITY MEDICAL ASSOCIATES,6305758574,66.0,Between visit communication.,SC,2016
UNIVERSITY MEDICAL ASSOCIATES,6305758574,30.0,Attention to patient medicine cost.,SC,2016
UNIVERSITY MEDICAL ASSOCIATES,6305758574,84.0,How well clinicians communicate.,SC,2016
UNIVERSITY MEDICAL ASSOCIATES,6305758574,81.0,Patients' rating of clinicians.,SC,2016
UNIVERSITY MEDICAL ASSOCIATES,6305758574,60.0,Health promotion and education.,SC,2016
UNIVERSITY MEDICAL ASSOCIATES,6305758574,84.0,Courteous and helpful office staff.,SC,2016
UNIVERSITY MEDICAL ASSOCIATES,6305758574,78.0,Clinicians working together for your care.,SC,2016
STRAUB CLINIC and HOSPITAL,6305759754,66.0,"Getting timely care, appointments, and information.",HI,2016
STRAUB CLINIC and HOSPITAL,6305759754,62.0,Between visit communication.,HI,2016
STRAUB CLINIC and HOSPITAL,6305759754,15.0,Attention to patient medicine cost.,HI,2016
STRAUB CLINIC and HOSPITAL,6305759754,82.0,How well clinicians communicate.,HI,2016
STRAUB CLINIC and HOSPITAL,6305759754,82.0,Patients' rating of clinicians.,HI,2016
STRAUB CLINIC and HOSPITAL,6305759754,56.0,Health promotion and education.,HI,2016
STRAUB CLINIC and HOSPITAL,6305759754,84.0,Courteous and helpful office staff.,HI,2016
STRAUB CLINIC and HOSPITAL,6305759754,77.0,Clinicians working together for your care.,HI,2016
"NORTH COAST PROFESSIONAL COMPANY, LLC",6305810201,63.0,"Getting timely care, appointments, and information.",OH,2016
"NORTH COAST PROFESSIONAL COMPANY, LLC",6305810201,44.0,Between visit communication.,OH,2016
"NORTH COAST PROFESSIONAL COMPANY, LLC",6305810201,29.0,Attention to patient medicine cost.,OH,2016
"NORTH COAST PROFESSIONAL COMPANY, LLC",6305810201,85.0,How well clinicians communicate.,OH,2016
"NORTH COAST PROFESSIONAL COMPANY, LLC",6305810201,83.0,Patients' rating of clinicians.,OH,2016
"NORTH COAST PROFESSIONAL COMPANY, LLC",6305810201,58.0,Health promotion and education.,OH,2016
"NORTH COAST PROFESSIONAL COMPANY, LLC",6305810201,85.0,Courteous and helpful office staff.,OH,2016
"NORTH COAST PROFESSIONAL COMPANY, LLC",6305810201,74.0,Clinicians working together for your care.,OH,2016
EASTERN MAINE HEALTHCARE SYSTEMS INLAND HOSPITAL,6305817503,61.0,"Getting timely care, appointments, and information.",ME,2016
EASTERN MAINE HEALTHCARE SYSTEMS INLAND HOSPITAL,6305817503,59.0,Between visit communication.,ME,2016
EASTERN MAINE HEALTHCARE SYSTEMS INLAND HOSPITAL,6305817503,28.0,Attention to patient medicine cost.,ME,2016
EASTERN MAINE HEALTHCARE SYSTEMS INLAND HOSPITAL,6305817503,86.0,How well clinicians communicate.,ME,2016
EASTERN MAINE HEALTHCARE SYSTEMS INLAND HOSPITAL,6305817503,84.0,Patients' rating of clinicians.,ME,2016
EASTERN MAINE HEALTHCARE SYSTEMS INLAND HOSPITAL,6305817503,74.0,Health promotion and education.,ME,2016
EASTERN MAINE HEALTHCARE SYSTEMS INLAND HOSPITAL,6305817503,90.0,Courteous and helpful office staff.,ME,2016
EASTERN MAINE HEALTHCARE SYSTEMS INLAND HOSPITAL,6305817503,77.0,Clinicians working together for your care.,ME,2016
BANNER PRIMARY CARE PHYSICIANS ARIZONA LLC,6406020155,,"Getting timely care, appointments, and information.",AZ,2016
BANNER PRIMARY CARE PHYSICIANS ARIZONA LLC,6406020155,53.0,Between visit communication.,AZ,2016
BANNER PRIMARY CARE PHYSICIANS ARIZONA LLC,6406020155,24.0,Attention to patient medicine cost.,AZ,2016
BANNER PRIMARY CARE PHYSICIANS ARIZONA LLC,6406020155,73.0,How well clinicians communicate.,AZ,2016
BANNER PRIMARY CARE PHYSICIANS ARIZONA LLC,6406020155,64.0,Patients' rating of clinicians.,AZ,2016
BANNER PRIMARY CARE PHYSICIANS ARIZONA LLC,6406020155,59.0,Health promotion and education.,AZ,2016
BANNER PRIMARY CARE PHYSICIANS ARIZONA LLC,6406020155,66.0,Courteous and helpful office staff.,AZ,2016
BANNER PRIMARY CARE PHYSICIANS ARIZONA LLC,6406020155,68.0,Clinicians working together for your care.,AZ,2016
THE EVERETT CLINIC PLLC,6406752153,51.0,"Getting timely care, appointments, and information.",WA,2016
THE EVERETT CLINIC PLLC,6406752153,74.0,Between visit communication.,WA,2016
THE EVERETT CLINIC PLLC,6406752153,21.0,Attention to patient medicine cost.,WA,2016
THE EVERETT CLINIC PLLC,6406752153,82.0,How well clinicians communicate.,WA,2016
THE EVERETT CLINIC PLLC,6406752153,76.0,Patients' rating of clinicians.,WA,2016
THE EVERETT CLINIC PLLC,6406752153,61.0,Health promotion and education.,WA,2016
THE EVERETT CLINIC PLLC,6406752153,86.0,Courteous and helpful office staff.,WA,2016
THE EVERETT CLINIC PLLC,6406752153,81.0,Clinicians working together for your care.,WA,2016
"ASPIRUS WAUSAU HOSPITAL, INC",6406757442,58.0,"Getting timely care, appointments, and information.",WI,2016
"ASPIRUS WAUSAU HOSPITAL, INC",6406757442,74.0,Between visit communication.,WI,2016
"ASPIRUS WAUSAU HOSPITAL, INC",6406757442,30.0,Attention to patient medicine cost.,WI,2016
"ASPIRUS WAUSAU HOSPITAL, INC",6406757442,82.0,How well clinicians communicate.,WI,2016
"ASPIRUS WAUSAU HOSPITAL, INC",6406757442,81.0,Patients' rating of clinicians.,WI,2016
"ASPIRUS WAUSAU HOSPITAL, INC",6406757442,65.0,Health promotion and education.,WI,2016
"ASPIRUS WAUSAU HOSPITAL, INC",6406757442,85.0,Courteous and helpful office staff.,WI,2016
"ASPIRUS WAUSAU HOSPITAL, INC",6406757442,76.0,Clinicians working together for your care.,WI,2016
ADVENTIST HEALTH SYSTEMS SUNBELT INC.,6406849256,,"Getting timely care, appointments, and information.",FL,2016
ADVENTIST HEALTH SYSTEMS SUNBELT INC.,6406849256,,Between visit communication.,FL,2016
ADVENTIST HEALTH SYSTEMS SUNBELT INC.,6406849256,23.0,Attention to patient medicine cost.,FL,2016
ADVENTIST HEALTH SYSTEMS SUNBELT INC.,6406849256,,How well clinicians communicate.,FL,2016
ADVENTIST HEALTH SYSTEMS SUNBELT INC.,6406849256,,Patients' rating of clinicians.,FL,2016
ADVENTIST HEALTH SYSTEMS SUNBELT INC.,6406849256,55.0,Health promotion and education.,FL,2016
ADVENTIST HEALTH SYSTEMS SUNBELT INC.,6406849256,,Courteous and helpful office staff.,FL,2016
ADVENTIST HEALTH SYSTEMS SUNBELT INC.,6406849256,,Clinicians working together for your care.,FL,2016
UNIVERSITY FACULTY ASSOCIATES INC,6507181708,,"Getting timely care, appointments, and information.",CA,2016
UNIVERSITY FACULTY ASSOCIATES INC,6507181708,57.0,Between visit communication.,CA,2016
UNIVERSITY FACULTY ASSOCIATES INC,6507181708,23.0,Attention to patient medicine cost.,CA,2016
UNIVERSITY FACULTY ASSOCIATES INC,6507181708,,How well clinicians communicate.,CA,2016
UNIVERSITY FACULTY ASSOCIATES INC,6507181708,,Patients' rating of clinicians.,CA,2016
UNIVERSITY FACULTY ASSOCIATES INC,6507181708,56.0,Health promotion and education.,CA,2016
UNIVERSITY FACULTY ASSOCIATES INC,6507181708,,Courteous and helpful office staff.,CA,2016
UNIVERSITY FACULTY ASSOCIATES INC,6507181708,,Clinicians working together for your care.,CA,2016
MAYO CLINIC,6507778255,42.0,"Getting timely care, appointments, and information.",MN,2016
MAYO CLINIC,6507778255,65.0,Between visit communication.,MN,2016
MAYO CLINIC,6507778255,27.0,Attention to patient medicine cost.,MN,2016
MAYO CLINIC,6507778255,85.0,How well clinicians communicate.,MN,2016
MAYO CLINIC,6507778255,83.0,Patients' rating of clinicians.,MN,2016
MAYO CLINIC,6507778255,66.0,Health promotion and education.,MN,2016
MAYO CLINIC,6507778255,88.0,Courteous and helpful office staff.,MN,2016
MAYO CLINIC,6507778255,79.0,Clinicians working together for your care.,MN,2016
THE GENERAL HOSPITAL CORPORATION,6507803806,57.0,"Getting timely care, appointments, and information.",MA,2016
THE GENERAL HOSPITAL CORPORATION,6507803806,56.0,Between visit communication.,MA,2016
THE GENERAL HOSPITAL CORPORATION,6507803806,20.0,Attention to patient medicine cost.,MA,2016
THE GENERAL HOSPITAL CORPORATION,6507803806,85.0,How well clinicians communicate.,MA,2016
THE GENERAL HOSPITAL CORPORATION,6507803806,85.0,Patients' rating of clinicians.,MA,2016
THE GENERAL HOSPITAL CORPORATION,6507803806,69.0,Health promotion and education.,MA,2016
THE GENERAL HOSPITAL CORPORATION,6507803806,79.0,Courteous and helpful office staff.,MA,2016
THE GENERAL HOSPITAL CORPORATION,6507803806,78.0,Clinicians working together for your care.,MA,2016
"WHEATON FRANCISCAN MEDICAL GROUP-SUSSEX, INC.",6507877891,72.0,"Getting timely care, appointments, and information.",WI,2016
"WHEATON FRANCISCAN MEDICAL GROUP-SUSSEX, INC.",6507877891,,Between visit communication.,WI,2016
"WHEATON FRANCISCAN MEDICAL GROUP-SUSSEX, INC.",6507877891,,Attention to patient medicine cost.,WI,2016
"WHEATON FRANCISCAN MEDICAL GROUP-SUSSEX, INC.",6507877891,94.0,How well clinicians communicate.,WI,2016
"WHEATON FRANCISCAN MEDICAL GROUP-SUSSEX, INC.",6507877891,,Patients' rating of clinicians.,WI,2016
"WHEATON FRANCISCAN MEDICAL GROUP-SUSSEX, INC.",6507877891,,Health promotion and education.,WI,2016
"WHEATON FRANCISCAN MEDICAL GROUP-SUSSEX, INC.",6507877891,,Courteous and helpful office staff.,WI,2016
"WHEATON FRANCISCAN MEDICAL GROUP-SUSSEX, INC.",6507877891,,Clinicians working together for your care.,WI,2016
LEWIS GALE PHYSICIANS LLC,6507886231,61.0,"Getting timely care, appointments, and information.",VA,2016
LEWIS GALE PHYSICIANS LLC,6507886231,51.0,Between visit communication.,VA,2016
LEWIS GALE PHYSICIANS LLC,6507886231,30.0,Attention to patient medicine cost.,VA,2016
LEWIS GALE PHYSICIANS LLC,6507886231,78.0,How well clinicians communicate.,VA,2016
LEWIS GALE PHYSICIANS LLC,6507886231,79.0,Patients' rating of clinicians.,VA,2016
LEWIS GALE PHYSICIANS LLC,6507886231,55.0,Health promotion and education.,VA,2016
LEWIS GALE PHYSICIANS LLC,6507886231,82.0,Courteous and helpful office staff.,VA,2016
LEWIS GALE PHYSICIANS LLC,6507886231,74.0,Clinicians working together for your care.,VA,2016
"BW CARDIOLOGY, LLC",6608185749,70.0,"Getting timely care, appointments, and information.",AL,2016
"BW CARDIOLOGY, LLC",6608185749,,Between visit communication.,AL,2016
"BW CARDIOLOGY, LLC",6608185749,,Attention to patient medicine cost.,AL,2016
"BW CARDIOLOGY, LLC",6608185749,,How well clinicians communicate.,AL,2016
"BW CARDIOLOGY, LLC",6608185749,87.0,Patients' rating of clinicians.,AL,2016
"BW CARDIOLOGY, LLC",6608185749,,Health promotion and education.,AL,2016
"BW CARDIOLOGY, LLC",6608185749,,Courteous and helpful office staff.,AL,2016
"BW CARDIOLOGY, LLC",6608185749,81.0,Clinicians working together for your care.,AL,2016
JOHN MUIR PHYSICIAN NETWORK,6608789813,64.0,"Getting timely care, appointments, and information.",CA,2016
JOHN MUIR PHYSICIAN NETWORK,6608789813,53.0,Between visit communication.,CA,2016
JOHN MUIR PHYSICIAN NETWORK,6608789813,26.0,Attention to patient medicine cost.,CA,2016
JOHN MUIR PHYSICIAN NETWORK,6608789813,85.0,How well clinicians communicate.,CA,2016
JOHN MUIR PHYSICIAN NETWORK,6608789813,82.0,Patients' rating of clinicians.,CA,2016
JOHN MUIR PHYSICIAN NETWORK,6608789813,61.0,Health promotion and education.,CA,2016
JOHN MUIR PHYSICIAN NETWORK,6608789813,84.0,Courteous and helpful office staff.,CA,2016
JOHN MUIR PHYSICIAN NETWORK,6608789813,77.0,Clinicians working together for your care.,CA,2016
PIKEVILLE MEDICAL CENTER INC,6709790157,56.0,"Getting timely care, appointments, and information.",KY,2016
PIKEVILLE MEDICAL CENTER INC,6709790157,,Between visit communication.,KY,2016
PIKEVILLE MEDICAL CENTER INC,6709790157,,Attention to patient medicine cost.,KY,2016
PIKEVILLE MEDICAL CENTER INC,6709790157,88.0,How well clinicians communicate.,KY,2016
PIKEVILLE MEDICAL CENTER INC,6709790157,,Patients' rating of clinicians.,KY,2016
PIKEVILLE MEDICAL CENTER INC,6709790157,,Health promotion and education.,KY,2016
PIKEVILLE MEDICAL CENTER INC,6709790157,,Courteous and helpful office staff.,KY,2016
PIKEVILLE MEDICAL CENTER INC,6709790157,73.0,Clinicians working together for your care.,KY,2016
AURORA MEDICAL GROUP INC,6709794258,65.0,"Getting timely care, appointments, and information.",WI,2016
AURORA MEDICAL GROUP INC,6709794258,61.0,Between visit communication.,WI,2016
AURORA MEDICAL GROUP INC,6709794258,26.0,Attention to patient medicine cost.,WI,2016
AURORA MEDICAL GROUP INC,6709794258,82.0,How well clinicians communicate.,WI,2016
AURORA MEDICAL GROUP INC,6709794258,84.0,Patients' rating of clinicians.,WI,2016
AURORA MEDICAL GROUP INC,6709794258,61.0,Health promotion and education.,WI,2016
AURORA MEDICAL GROUP INC,6709794258,89.0,Courteous and helpful office staff.,WI,2016
AURORA MEDICAL GROUP INC,6709794258,79.0,Clinicians working together for your care.,WI,2016
STANFORD HEALTH CARE,6709797491,61.0,"Getting timely care, appointments, and information.",CA,2016
STANFORD HEALTH CARE,6709797491,61.0,Between visit communication.,CA,2016
STANFORD HEALTH CARE,6709797491,24.0,Attention to patient medicine cost.,CA,2016
STANFORD HEALTH CARE,6709797491,87.0,How well clinicians communicate.,CA,2016
STANFORD HEALTH CARE,6709797491,83.0,Patients' rating of clinicians.,CA,2016
STANFORD HEALTH CARE,6709797491,62.0,Health promotion and education.,CA,2016
STANFORD HEALTH CARE,6709797491,85.0,Courteous and helpful office staff.,CA,2016
STANFORD HEALTH CARE,6709797491,81.0,Clinicians working together for your care.,CA,2016
ST LUKE'S PHYSICIAN GROUP INC,6709798333,62.0,"Getting timely care, appointments, and information.",PA,2016
ST LUKE'S PHYSICIAN GROUP INC,6709798333,51.0,Between visit communication.,PA,2016
ST LUKE'S PHYSICIAN GROUP INC,6709798333,29.0,Attention to patient medicine cost.,PA,2016
ST LUKE'S PHYSICIAN GROUP INC,6709798333,87.0,How well clinicians communicate.,PA,2016
ST LUKE'S PHYSICIAN GROUP INC,6709798333,83.0,Patients' rating of clinicians.,PA,2016
ST LUKE'S PHYSICIAN GROUP INC,6709798333,64.0,Health promotion and education.,PA,2016
ST LUKE'S PHYSICIAN GROUP INC,6709798333,81.0,Courteous and helpful office staff.,PA,2016
ST LUKE'S PHYSICIAN GROUP INC,6709798333,72.0,Clinicians working together for your care.,PA,2016
SANFORD HEALTH NETWORK,6800707100,,"Getting timely care, appointments, and information.",MN,2016
SANFORD HEALTH NETWORK,6800707100,72.0,Between visit communication.,MN,2016
SANFORD HEALTH NETWORK,6800707100,22.0,Attention to patient medicine cost.,MN,2016
SANFORD HEALTH NETWORK,6800707100,79.0,How well clinicians communicate.,MN,2016
SANFORD HEALTH NETWORK,6800707100,76.0,Patients' rating of clinicians.,MN,2016
SANFORD HEALTH NETWORK,6800707100,61.0,Health promotion and education.,MN,2016
SANFORD HEALTH NETWORK,6800707100,79.0,Courteous and helpful office staff.,MN,2016
SANFORD HEALTH NETWORK,6800707100,77.0,Clinicians working together for your care.,MN,2016
BOULDER COMMUNITY HEALTH,6800707233,54.0,"Getting timely care, appointments, and information.",CO,2016
BOULDER COMMUNITY HEALTH,6800707233,66.0,Between visit communication.,CO,2016
